rev,keymap_hash,en_score,en_sfb,en_dsfb,en_finger_speed,en_rolls,en_alternates,en_redirects,en_scissors,en_stretches,nb_no_score,nb_no_sfb,nb_no_dsfb,nb_no_finger_speed,nb_no_rolls,nb_no_alternates,nb_no_redirects,nb_no_scissors,nb_no_stretches
498a9d98,0a6eb43c,0.137,3.128,7.089,-5.009,36.380,38.327,2.451,0.088,-14.648,-0.155,4.401,7.361,-7.185,27.319,37.946,2.013,0.057,-12.525
